id	type	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionID	datasetName	ownerInstitutionCode	informationWithheld	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	startDayOfYear	endDayOfYear	fieldNumber	fieldNotes	eventRemarks	continent	country	countryCode	stateProvince	locality	verbatimElevation	locationRemarks	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	georeferenceRemarks
P3-F1-B1-TC1-2-1	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC1-2-1	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 34 | # fotos: 15	12/06/2015	163	197	Llanganates | TC1-2-1		Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC1-2-1|Criterios de colocacion: Disponibilidad de agua |Descrpcion del criterio: Riachuelo cerca|Codigo camara: P850HH12225702|Modelo de camara: Reconix PC850  |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Laguna San Gabriel	3825,0	Categoria manejo: Parque Nacional	lat: -0,997912225048087 | lon: -78,3639529701587	9889583	793386	UTM 17S	WGS84	-0,99791	-78,36395	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC15-1-5	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC15-1-5	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 34 | # fotos: 15	12/06/2015	163	197	Llanganates | TC15-1-5	SI TIENE REPLICA	Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC15-1-5|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Huellas; Fecas cerca del sitio |Codigo camara: P850HI01226681|Modelo de camara: Reconix PC863 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Taurisacha	3827,0	Categoria manejo: Parque Nacional	lat: -1,11750051714526 | lon: -78,3364128524048	9876348	796442	UTM 17S	WGS84	-1,11750	-78,33641	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC16-2-5	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC16-2-5	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 34 | # fotos: 70	12/06/2015	163	197	Llanganates | TC16-2-5		Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC16-2-5|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de animales  |Codigo camara: P850HI01226351|Modelo de camara: Reconix PC864 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Taurisacha	3932,0	Categoria manejo: Parque Nacional	lat: -1,13608766890846 | lon: -78,3528361296084	9874293	794611	UTM 17S	WGS84	-1,13609	-78,35284	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC17-1-6	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC17-1-6	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 34 | # fotos: 15	13/06/2015	164	198	Llanganates | TC17-1-6	SI TIENE REPLICA	Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC17-1-6|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de animales  |Codigo camara: P850HI01226395|Modelo de camara: Reconix PC865 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Curiquingue	4058,0	Categoria manejo: Parque Nacional	lat: -1,15647749849607 | lon: -78,4520742951641	9872047	783557	UTM 17S	WGS84	-1,15648	-78,45207	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC18-2-6	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC18-2-6	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 34 | # fotos: 10	13/06/2015	164	198	Llanganates | TC18-2-6		Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC18-2-6|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de animales  |Codigo camara: P850HI01226324|Modelo de camara: Reconix PC866 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	El Millin	3790,0	Categoria manejo: NA	lat: -1,16338220150095 | lon: -78,4614339239833	9871284	782514	UTM 17S	WGS84	-1,16338	-78,46143	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC2-2-2	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC2-2-2	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 32 | # fotos: 45	13/06/2015	164	196	Llanganates | TC2-2-2		Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC2-2-2|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Huellas; Fecas cerca del sitio |Codigo camara: P850HH12225766|Modelo de camara: Reconix PC850  |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Yahuarcocha	3980,0	Categoria manejo: Parque Nacional	lat: -0,972058720402862 | lon: -78,3337431838641	9892441	796753	UTM 17S	WGS84	-0,97206	-78,33374	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC3-1-1	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC3-1-1	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 32 | # fotos: 25	13/06/2015	164	196	Llanganates | TC3-1-1		Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC3-1-1|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Huellas; Fecas cerca del sitio |Codigo camara: P850HH12225767|Modelo de camara: Reconix PC851 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Laguna San Gabriel	3801,0	Categoria manejo: Parque Nacional	lat: -0,974597543459388 | lon: -78,3556303552993	9892162	794315	UTM 17S	WGS84	-0,97460	-78,35563	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC4-1-2	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC4-1-2	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 32 | # fotos: 45	13/06/2015	164	196	Llanganates | TC4-1-2		Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC4-1-2|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: NA|Codigo camara: P850HI01226353|Modelo de camara: Reconix PC852 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Yahuarcocha	3748,0	Categoria manejo: Parque Nacional	lat: -0,964054863840577 | lon: -78,3379422764484	9893327	796286	UTM 17S	WGS84	-0,96405	-78,33794	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC19-1-7	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC19-1-7	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 34	14/06/2015	165	196	Llanganates | TC19-1-7	SI TIENE REPLICA	Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC19-1-7|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Huellas; Fecas cerca del sitio |Codigo camara: P850HI01226325|Modelo de camara: Reconix PC867 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Laguna de Pisayambo-Patios	3760,0	Categoria manejo: Parque Nacional	lat: -1,06579709345777 | lon: -78,3885887869734	9882074	790636	UTM 17S	WGS84	-1,06580	-78,38859	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC20-2-7	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC20-2-7	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 15	14/06/2015	165	196	Llanganates | TC20-2-7	SI TIENE REPLICA	Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC20-2-7|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Huellas; Fecas cerca del sitio |Codigo camara: P850HI01226316|Modelo de camara: Reconix PC868 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Quebrada ushpasacha	3774,0	Categoria manejo: Parque Nacional	lat: -1,07513843423873 | lon: -78,3737567559695	9881039	792287	UTM 17S	WGS84	-1,07514	-78,37376	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC5-2-3	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC5-2-3	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 32 | # fotos: 50	14/06/2015	165	197	Llanganates | TC5-2-3		Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC5-2-3|Criterios de colocacion: ND|Descrpcion del criterio: ND|Codigo camara: P850HH12225563|Modelo de camara: Reconix PC853 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Siete Vueltas	3830,0	Categoria manejo: Parque Nacional	lat: -0,998246589376333 | lon: -78,3527475450095	9889545	794634	UTM 17S	WGS84	-0,99825	-78,35275	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC6-1-3	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC6-1-3	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 31 | # fotos: 55	14/06/2015	165	196	Llanganates | TC6-1-3	SI TIENE REPLICA	Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC6-1-3|Criterios de colocacion: ND|Descrpcion del criterio: ND|Codigo camara: P850HH12225750|Modelo de camara: Reconix PC854 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Napo	Siete Vueltas	3890,0	Categoria manejo: Parque Nacional	lat: -1,01120746500803 | lon: -78,3429775286322	9888110	795721	UTM 17S	WGS84	-1,01121	-78,34298	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC21-1-8	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC21-1-8	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 34 | # fotos: 15	15/06/2015	166	200	Llanganates | TC21-1-8	SI TIENE REPLICA	Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC21-1-8|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Huellas; Fecas cerca del sitio |Codigo camara: P850HI01226358|Modelo de camara: Reconix PC869 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Lagarto Cocha	3246,0	Categoria manejo: NA	lat: -1,20037758629315 | lon: -78,4726700521491	9867192	781259	UTM 17S	WGS84	-1,20038	-78,47267	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC7-2-9	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC7-2-9	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 32 | # fotos: 85	15/06/2015	166	198	Llanganates | TC7-2-9	SI TIENE REPLICA	Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC7-2-9|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Senderos de animales  |Codigo camara: P850HI01226348|Modelo de camara: Reconix PC855 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Rio Zunag	1400,0	Categoria manejo: NA	lat: -1,3877462148421 | lon: -78,1658178610874	9846423	815411	UTM 17S	WGS84	-1,38775	-78,16582	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
P3-F1-B1-TC22-2-8	Event	ES	https://creativecommons.org/licenses/by/4.0/	Ministerio del Ambiente y Agua de Ecuador, Subsecretaría de Patrimonio Natural, Dirección de Biodiversidad	CC BY-NC	Ministerio del Ambiente y Agua. 2021. Registro de trampas cámara del monitoreo a escala de paisajes. Proyecto Paisajes - Vida Silvestre, WCS, GEF, PNUD. Fuente: Ministerio del Ambiente y Wildlife Conservation Society. 2019. Monitoreo a escala de paisajes. Proyecto Paisajes – Vida Silvestre, WCS, GEF, PNUD. Quito, Ecuador	https://www.ambiente.gob.ec/alto-al-trafico-ilegal-animales-silvestres/	http://www.ambiente.gob.ec/	Proyecto Paisajes - Vida Silvestre - Cámaras trampa	MAAE - SPN - DBI		P3-F1-B1-TC22-2-8	WCS – Ecuador (2015): Selección de hasta 45 cuadrículas de 16 km2 en cada paisaje seleccionado. Dos visitas por cuadrícula. Primera visita se seleccionó al azar dos celdas de 1 km2 que fueron muestreadas mediante una trampa cámara. 30 días después la segunda visita para retirar la trampa cámara.	4 x 4	Km	Días funcionando: 33 | # fotos: 65	16/06/2015	167	200	Llanganates | TC22-2-8		Paisaje: P3|Fase: F1|Bloque: B1|ETC estandar: TC22-2-8|Criterios de colocacion: Actividad de fauna|Descrpcion del criterio: Huellas; Fecas cerca del sitio |Codigo camara: P850HI01226327|Modelo de camara: Reconix PC870 |Ano de camara: 2013|Sensibilidad: 75	South America	Ecuador	EC	Tungurahua	Patate El Corazon	2900,0	Categoria manejo: Parque Nacional	lat: -1,22089905834972 | lon: -78,467622258928	9864921	781819	UTM 17S	WGS84	-1,22090	-78,46762	WGS84	Requiere de verificación	Verificado por técnicos geógrafos SPN - el punto se encuentra en territorio pero se mantiene incertidumbre de precisión del dato
